    89/299     5.92G   0.02339   0.01208  0.002904   0.03837        65       640    0.9306    0.9372    0.9504    0.6544   0.02138  0.007178  0.004761
    90/299     5.92G   0.02332   0.01205  0.002657   0.03803        21       640    0.9365    0.9305    0.9489    0.6522   0.02146  0.007182  0.005022
    91/299     5.92G   0.02325    0.0117  0.002715   0.03767        22       640    0.9357    0.9284    0.9484    0.6517   0.02139  0.007197  0.005066
    92/299     5.92G   0.02313   0.01189  0.002718   0.03774        20       640    0.9389    0.9266    0.9481    0.6522   0.02133  0.007185  0.005107
    93/299     5.92G   0.02297   0.01169  0.002836    0.0375        41       640     0.932    0.9329    0.9469    0.6528   0.02127  0.007179  0.005186
    94/299     5.92G   0.02325   0.01176  0.002695    0.0377        28       640     0.931    0.9359    0.9487    0.6541   0.02126  0.007189  0.005113
    95/299     5.92G   0.02306   0.01188  0.002676   0.03762        23       640      0.93    0.9392    0.9489    0.6524   0.02123  0.007179  0.005128
    96/299     5.92G   0.02299   0.01186  0.002558   0.03741        29       640    0.9336    0.9355    0.9491    0.6534   0.02127   0.00716  0.005089
    97/299     5.92G   0.02286   0.01171  0.002804   0.03737        33       640     0.936    0.9347    0.9492    0.6546   0.02124  0.007175  0.004858
    98/299     5.92G   0.02304   0.01187  0.002617   0.03753        22       640    0.9363    0.9349    0.9502    0.6546   0.02119  0.007169  0.004806
    99/299     5.92G   0.02292   0.01172  0.002746   0.03739        33       640    0.9383    0.9344    0.9519    0.6573   0.02113   0.00716   0.00463
   100/299     5.92G   0.02308   0.01176  0.002603   0.03744        24       640    0.9383    0.9319    0.9513    0.6568   0.02116  0.007158  0.004651
   101/299     5.92G   0.02287    0.0118  0.002772   0.03744        67       640    0.9411    0.9289    0.9501    0.6557   0.02121  0.007153  0.004852
   102/299     5.92G   0.02302   0.01179  0.002652   0.03746        36       640    0.9378    0.9329    0.9494    0.6555    0.0212  0.007143  0.005003
   103/299     5.92G   0.02256   0.01144  0.002543   0.03655        29       640    0.9378    0.9311    0.9485    0.6544   0.02125  0.007164  0.004922
   104/299     5.92G   0.02269    0.0116  0.002553   0.03685        29       640    0.9275    0.9427    0.9476    0.6545   0.02128  0.007173  0.004839
   105/299     5.92G   0.02272   0.01155  0.002583   0.03685        20       640    0.9357    0.9351    0.9488    0.6579   0.02119  0.007142   0.00486
   106/299     5.92G   0.02285   0.01186  0.003011   0.03772        13       640    0.9246    0.9444    0.9494    0.6569   0.02113  0.007147  0.004913
